fecha,positivo,positivo_rapida,positivo_molecular,positivo_antigenica,muestra,muestra_rapida,muestra_molecular,muestra_antigenica,sintomaticos,defunciones,inicio,inicio_molecular,inicio_rapida,inicio_antigenica,recuperado,total_positivo,total_positivo_rapida,total_positivo_molecular,total_positivo_antigenica,total_muestra,total_muestra_rapida,total_muestra_molecular,total_muestra_antigenica,total_recuperado,total_sintomaticos,total_defunciones,total_inicio,total_inicio_molecular,total_inicio_rapida,total_inicio_antigenica,posi,posi_rapida,posi_molecular,posi_antigenica,dias,primera_ola_positivo,segunda_ola_positivo,primera_ola_defunciones,segunda_ola_defunciones,primera_ola_tasamolecular,segunda_ola_tasamolecular
2021-09-02,108,36,24,48,665,89,107,468,42,1,27,24,24,2,113,172656,123458,18713,30485,816819,602860,50939,158761,171755,37891,4259,26649,17875,17875,6839,.16240601,.40449437,.22429906,.1025641,542,0,,,,,
2021-09-03,134,36,53,45,759,101,160,495,69,3,31,25,25,4,104,172790,123494,18766,30530,817578,602961,51099,159256,171859,37960,4262,26680,17900,17900,6843,.17654809,.35643566,.33125001,.090909094,543,0,,,,,
2021-09-04,88,32,26,30,612,70,112,429,31,1,41,31,31,10,76,172878,123526,18792,30560,818190,603031,51211,159685,171935,37991,4263,26721,17931,17931,6853,.14379086,.45714286,.23214285,.069930069,544,0,,,,,
2021-09-05,20,4,4,12,235,8,6,216,6,5,23,18,18,5,27,172898,123530,18796,30572,818425,603039,51217,159901,171962,37997,4268,26744,17949,17949,6858,.08510638,.5,.66666669,.055555556,545,0,,,,,
2021-09-06,101,31,19,51,679,81,52,544,31,2,43,31,31,10,76,172999,123561,18815,30623,819104,603120,51269,160445,172038,38028,4270,26787,17980,17980,6868,.14874816,.38271606,.36538461,.09375,546,0,,,,,
2021-09-07,132,38,46,48,772,132,182,454,58,4,32,23,23,9,98,173131,123599,18861,30671,819876,603252,51451,160899,172136,38086,4274,26819,18003,18003,6877,.17098446,.28787878,.25274727,.10572688,547,0,,,,,
2021-09-08,63,21,15,27,630,45,107,476,24,2,19,14,14,5,85,173194,123620,18876,30698,820506,603297,51558,161375,172221,38110,4276,26838,18017,18017,6882,.1,.46666667,.14018692,.056722689,548,0,,,,,
2021-09-09,86,22,32,32,656,65,127,461,37,3,24,18,18,6,90,173280,123642,18908,30730,821162,603362,51685,161836,172311,38147,4279,26862,18035,18035,6888,.13109756,.33846155,.2519685,.069414318,549,0,,,,,
2021-09-10,102,27,32,43,858,93,181,583,50,1,34,23,23,10,87,173382,123669,18940,30773,822020,603455,51866,162419,172398,38197,4280,26896,18058,18058,6898,.11888112,.29032257,.17679559,.073756434,550,0,,,,,
2021-09-11,107,30,38,39,654,69,140,444,51,1,26,19,19,6,90,173489,123699,18978,30812,822674,603524,52006,162863,172488,38248,4281,26922,18077,18077,6904,.16360857,.43478259,.27142859,.087837838,551,0,,,,,
2021-09-12,22,4,1,17,225,10,5,209,3,1,24,17,17,7,20,173511,123703,18979,30829,822899,603534,52011,163072,172508,38251,4282,26946,18094,18094,6911,.097777776,.40000001,.2,.081339709,552,0,,,,,
2021-09-13,93,23,21,49,745,73,82,589,30,1,24,19,19,5,66,173604,123726,19000,30878,823644,603607,52093,163661,172574,38281,4283,26970,18113,18113,6916,.12483221,.31506848,.25609756,.083191849,553,0,,,,,
2021-09-14,96,30,24,42,658,68,130,458,35,2,21,14,14,7,103,173700,123756,19024,30920,824302,603675,52223,164119,172677,38316,4285,26991,18127,18127,6923,.14589666,.44117647,.18461539,.091703057,554,0,,,,,
2021-09-15,86,33,19,34,687,75,207,402,24,3,29,21,21,7,61,173786,123789,19043,30954,824989,603750,52430,164521,172738,38340,4288,27020,18148,18148,6930,.12518194,.44,.091787443,.084577113,555,0,,,,,
2021-09-16,80,32,20,28,678,84,185,409,29,0,21,14,14,7,97,173866,123821,19063,30982,825667,603834,52615,164930,172835,38369,4288,27041,18162,18162,6937,.1179941,.38095239,.10810811,.06845966,556,0,,,,,
2021-09-17,92,31,33,28,821,79,281,457,40,4,21,16,16,4,125,173958,123852,19096,31010,826488,603913,52896,165387,172960,38409,4292,27062,18178,18178,6941,.11205847,.39240506,.11743772,.061269145,557,0,,,,,
2021-09-18,72,14,37,21,674,50,206,417,41,1,21,18,18,3,87,174030,123866,19133,31031,827162,603963,53102,165804,173047,38450,4293,27083,18196,18196,6944,.10682493,.28,.17961165,.050359711,558,0,,,,,
2021-09-19,15,2,0,13,209,8,2,197,3,2,26,16,16,10,17,174045,123868,19133,31044,827371,603971,53104,166001,173064,38453,4295,27109,18212,18212,6954,.071770333,.25,0,.065989845,559,0,,,,,
2021-09-20,96,37,17,42,680,86,63,529,31,2,37,19,19,18,93,174141,123905,19150,31086,828051,604057,53167,166530,173157,38484,4297,27146,18231,18231,6972,.14117648,.43023255,.26984128,.079395086,560,0,,,,,
2021-09-21,89,24,23,42,662,49,94,518,33,1,23,14,14,9,120,174230,123929,19173,31128,828713,604106,53261,167048,173277,38517,4298,27169,18245,18245,6981,.13444109,.48979592,.24468085,.081081077,561,0,,,,,
2021-09-22,46,14,10,22,476,27,79,368,23,2,16,11,11,5,74,174276,123943,19183,31150,829189,604133,53340,167416,173351,38540,4300,27185,18256,18256,6986,.096638657,.51851851,.12658228,.059782609,562,0,,,,,
2021-09-23,88,24,22,42,681,73,160,446,37,2,22,15,15,6,95,174364,123967,19205,31192,829870,604206,53500,167862,173446,38577,4302,27207,18271,18271,6992,.12922174,.32876712,.1375,.094170406,563,0,,,,,
2021-09-24,66,16,24,26,632,47,159,426,30,0,16,10,10,5,107,174430,123983,19229,31218,830502,604253,53659,168288,173553,38607,4302,27223,18281,18281,6997,.10443038,.34042552,.1509434,.061032865,564,0,,,,,
2021-09-25,48,13,8,27,576,41,88,446,14,1,25,19,19,6,89,174478,123996,19237,31245,831078,604294,53747,168734,173642,38621,4303,27248,18300,18300,7003,.083333336,.31707317,.090909094,.060538117,565,0,,,,,
2021-09-26,12,3,0,9,177,7,0,170,3,0,18,10,10,8,22,174490,123999,19237,31254,831255,604301,53747,168904,173664,38624,4303,27266,18310,18310,7011,.06779661,.42857143,,.052941177,566,0,,,,,
2021-09-27,91,37,22,32,654,99,99,455,30,1,24,15,15,8,106,174581,124036,19259,31286,831909,604400,53846,169359,173770,38654,4304,27290,18325,18325,7019,.13914374,.37373737,.22222222,.070329674,567,0,,,,,
2021-09-28,63,30,2,31,510,67,45,397,18,1,13,10,10,3,93,174644,124066,19261,31317,832419,604467,53891,169756,173863,38672,4305,27303,18335,18335,7022,.12352941,.44776121,.044444446,.078085646,568,0,,,,,
2021-09-29,75,26,27,22,683,64,158,459,35,2,16,12,12,4,69,174719,124092,19288,31339,833102,604531,54049,170215,173932,38707,4307,27319,18347,18347,7026,.10980967,.40625,.17088607,.047930282,569,0,,,,,
2021-09-30,79,29,28,22,592,71,163,357,29,1,8,5,5,3,73,174798,124121,19316,31361,833694,604602,54212,170572,174005,38736,4308,27327,18352,18352,7029,.13344595,.40845069,.17177914,.06162465,570,0,,,,,
2021-10-01,65,31,10,24,654,73,115,465,17,1,28,18,18,8,76,174863,124152,19326,31385,834348,604675,54327,171037,174081,38753,4309,27355,18370,18370,7037,.099388376,.42465752,.086956523,.051612902,571,0,,,,,
2021-10-02,74,24,18,32,576,70,108,396,28,2,12,9,9,3,72,174937,124176,19344,31417,834924,604745,54435,171433,174153,38781,4311,27367,18379,18379,7040,.12847222,.34285715,.16666667,.080808081,572,0,,,,,
2021-10-03,15,1,0,14,182,10,1,169,5,2,6,4,4,2,17,174952,124177,19344,31431,835106,604755,54436,171602,174170,38786,4313,27373,18383,18383,7042,.082417585,.1,0,.082840234,573,0,,,,,
2021-10-04,66,19,9,38,623,59,60,501,20,3,13,12,12,1,98,175018,124196,19353,31469,835729,604814,54496,172103,174268,38806,4316,27386,18395,18395,7043,.10593901,.32203391,.15000001,.075848304,574,0,,,,,
2021-10-05,52,26,14,12,519,69,86,364,19,0,7,2,2,4,96,175070,124222,19367,31481,836248,604883,54582,172467,174364,38825,4316,27393,18397,18397,7047,.10019268,.37681159,.1627907,.032967035,575,0,,,,,
2021-10-06,58,24,12,22,567,64,84,418,15,1,3,1,1,2,57,175128,124246,19379,31503,836815,604947,54666,172885,174421,38840,4317,27396,18398,18398,7049,.10229277,.375,.14285715,.052631579,576,0,,,,,
2021-10-07,55,20,15,20,700,62,165,472,24,1,18,13,13,5,93,175183,124266,19394,31523,837515,605009,54831,173357,174514,38864,4318,27414,18411,18411,7054,.078571431,.32258064,.090909094,.042372882,577,0,,,,,
2021-10-08,28,12,0,16,316,20,3,292,4,1,23,17,17,5,81,175211,124278,19394,31539,837831,605029,54834,173649,174595,38868,4319,27437,18428,18428,7059,.088607594,.60000002,0,.05479452,578,0,,,,,
2021-10-09,43,11,17,15,469,42,102,324,18,1,19,10,10,8,57,175254,124289,19411,31554,838300,605071,54936,173973,174652,38886,4320,27456,18438,18438,7067,.091684438,.26190478,.16666667,.046296295,579,0,,,,,
2021-10-10,16,8,0,8,225,14,0,211,2,0,16,9,9,3,10,175270,124297,19411,31562,838525,605085,54936,174184,174662,38888,4320,27472,18447,18447,7070,.071111113,.5714286,,.037914693,580,0,,,,,
2021-10-11,56,24,12,20,540,45,65,428,15,2,18,9,9,7,73,175326,124321,19423,31582,839065,605130,55001,174612,174735,38903,4322,27490,18456,18456,7077,.1037037,.53333336,.18461539,.046728972,581,0,,,,,
2021-10-12,62,22,13,27,558,55,68,434,19,1,16,12,12,3,56,175388,124343,19436,31609,839623,605185,55069,175046,174791,38922,4323,27506,18468,18468,7080,.11111111,.40000001,.19117647,.062211983,582,0,,,,,
2021-10-13,63,24,10,29,590,58,53,479,25,0,15,11,11,3,73,175451,124367,19446,31638,840213,605243,55122,175525,174864,38947,4323,27521,18479,18479,7083,.10677966,.41379312,.18867925,.060542796,583,0,,,,,
2021-10-14,67,33,14,20,653,73,62,518,16,0,12,9,9,3,68,175518,124400,19460,31658,840866,605316,55184,176043,174932,38963,4323,27533,18488,18488,7086,.10260337,.4520548,.22580644,.038610037,584,0,,,,,
2021-10-15,77,31,15,31,773,67,72,632,26,2,15,11,11,4,48,175595,124431,19475,31689,841639,605383,55256,176675,174980,38989,4325,27548,18499,18499,7090,.099611901,.46268657,.20833333,.049050633,585,0,,,,,
2021-10-16,44,20,12,12,599,57,99,441,18,2,22,16,16,5,64,175639,124451,19487,31701,842238,605440,55355,177116,175044,39007,4327,27570,18515,18515,7095,.073455758,.3508772,.12121212,.027210884,586,0,,,,,
2021-10-17,13,2,0,11,184,7,8,168,1,1,17,14,14,2,22,175652,124453,19487,31712,842422,605447,55363,177284,175066,39008,4328,27587,18529,18529,7097,.070652172,.2857143,0,.065476194,587,0,,,,,
2021-10-18,108,72,8,28,733,169,79,483,21,2,12,5,5,7,69,175760,124525,19495,31740,843155,605616,55442,177767,175135,39029,4330,27599,18534,18534,7104,.1473397,.42603549,.10126583,.057971016,588,0,,,,,
2021-10-19,156,110,19,27,751,235,101,414,31,1,12,10,10,2,51,175916,124635,19514,31767,843906,605851,55543,178181,175186,39060,4331,27611,18544,18544,7106,.20772304,.46808511,.18811882,.065217391,589,0,,,,,
2021-10-20,152,114,10,28,958,255,170,533,19,0,20,16,16,4,58,176068,124749,19524,31795,844864,606106,55713,178714,175244,39079,4331,27631,18560,18560,7110,.15866388,.44705883,.05882353,.052532833,590,0,,,,,
2021-10-21,141,99,15,27,894,253,193,448,24,0,12,8,8,4,70,176209,124848,19539,31822,845758,606359,55906,179162,175314,39103,4331,27643,18568,18568,7114,.15771812,.39130434,.07772021,.060267858,591,0,,,,,
2021-10-22,146,117,11,18,1239,337,298,602,17,2,9,5,5,4,46,176355,124965,19550,31840,846997,606696,56204,179764,175360,39120,4333,27652,18573,18573,7118,.11783697,.34718102,.03691275,.029900333,592,0,,,,,
2021-10-23,55,21,15,19,675,52,172,451,20,0,21,14,14,7,52,176410,124986,19565,31859,847672,606748,56376,180215,175412,39140,4333,27673,18587,18587,7125,.081481479,.40384614,.087209299,.042128604,593,0,,,,,
2021-10-24,15,5,1,9,235,15,2,215,5,3,7,3,3,4,10,176425,124991,19566,31868,847907,606763,56378,180430,175422,39145,4336,27680,18590,18590,7129,.063829787,.33333334,.5,.041860465,594,0,,,,,
2021-10-25,61,24,12,25,657,48,65,542,21,2,17,10,10,6,105,176486,125015,19578,31893,848564,606811,56443,180972,175527,39166,4338,27697,18600,18600,7135,.092846274,.5,.18461539,.04612546,595,0,,,,,
2021-10-26,38,11,11,16,528,32,62,433,20,1,13,11,11,1,146,176524,125026,19589,31909,849092,606843,56505,181405,175673,39186,4339,27710,18611,18611,7136,.071969695,.34375,.17741935,.036951501,596,0,,,,,
2021-10-27,56,25,11,20,545,55,71,419,19,0,9,8,8,1,154,176580,125051,19600,31929,849637,606898,56576,181824,175827,39205,4339,27719,18619,18619,7137,.10275229,.45454547,.15492958,.047732696,597,0,,,,,
2021-10-28,59,19,13,27,595,52,82,461,21,0,9,4,4,4,133,176639,125070,19613,31956,850232,606950,56658,182285,175960,39226,4339,27728,18623,18623,7141,.099159665,.36538461,.15853658,.058568329,598,0,,,,,
2021-10-29,54,29,7,18,556,98,58,400,13,0,8,2,2,5,164,176693,125099,19620,31974,850788,607048,56716,182685,176124,39239,4339,27736,18625,18625,7146,.097122304,.29591838,.12068965,.045000002,599,0,,,,,
2021-10-30,55,22,9,24,546,46,65,431,16,4,11,7,7,4,43,176748,125121,19629,31998,851334,607094,56781,183116,176167,39255,4343,27747,18632,18632,7150,.1007326,.47826087,.13846155,.055684455,600,0,,,,,
2021-10-31,16,4,0,12,200,16,5,179,0,0,9,8,8,1,16,176764,125125,19629,32010,851534,607110,56786,183295,176183,39255,4343,27756,18640,18640,7151,.079999998,.25,0,.06703911,601,0,,,,,
2021-11-01,24,11,7,6,234,17,30,185,10,2,19,11,11,7,60,176788,125136,19636,32016,851768,607127,56816,183480,176243,39265,4345,27775,18651,18651,7158,.1025641,.64705884,.23333333,.032432433,602,0,,,,,
2021-11-02,40,19,4,17,350,32,22,296,11,0,16,7,7,6,61,176828,125155,19640,32033,852118,607159,56838,183776,176304,39276,4345,27791,18658,18658,7164,.11428571,.59375,.18181819,.057432432,603,0,,,,,
2021-11-03,49,21,11,17,574,63,75,436,15,0,10,9,9,1,61,176877,125176,19651,32050,852692,607222,56913,184212,176365,39291,4345,27801,18667,18667,7165,.085365854,.33333334,.14666666,.038990825,604,0,,,,,
2021-11-04,514,468,14,32,1182,702,72,407,35,1,11,11,11,0,60,177391,125644,19665,32082,853874,607924,56985,184619,176425,39326,4346,27812,18678,18678,7165,.43485618,.66666669,.19444445,.078624077,605,0,,,,,
2021-11-05,499,460,13,26,1484,965,71,447,28,1,18,7,7,8,56,177890,126104,19678,32108,855358,608889,57056,185066,176481,39354,4347,27830,18685,18685,7173,.33625337,.47668394,.18309858,.058165547,606,0,,,,,
2021-11-06,73,48,9,16,683,72,96,513,10,2,18,13,13,5,57,177963,126152,19687,32124,856041,608961,57152,185579,176538,39364,4349,27848,18698,18698,7178,.1068814,.66666669,.09375,.031189084,607,0,,,,,
2021-11-07,209,202,0,7,568,299,1,268,11,0,16,11,11,4,14,178172,126354,19687,32131,856609,609260,57153,185847,176552,39375,4349,27864,18709,18709,7182,.36795774,.67558527,0,.026119404,608,0,,,,,
2021-11-08,85,46,12,27,600,86,78,435,19,1,13,13,13,0,49,178257,126400,19699,32158,857209,609346,57231,186282,176601,39394,4350,27877,18722,18722,7182,.14166667,.53488374,.15384616,.062068965,609,0,,,,,
2021-11-09,43,20,8,15,508,42,51,415,10,0,12,7,7,4,46,178300,126420,19707,32173,857717,609388,57282,186697,176647,39404,4350,27889,18729,18729,7186,.084645666,.47619048,.15686275,.036144577,610,0,,,,,
2021-11-10,57,23,11,23,599,52,120,427,19,0,17,12,12,3,54,178357,126443,19718,32196,858316,609440,57402,187124,176701,39423,4350,27906,18741,18741,7189,.095158599,.44230768,.091666669,.05386417,611,0,,,,,
2021-11-11,73,38,11,24,635,82,71,481,19,1,14,9,9,4,508,178430,126481,19729,32220,858951,609522,57473,187605,177209,39442,4351,27920,18750,18750,7193,.11496063,.46341464,.15492958,.04989605,612,0,,,,,
2021-11-12,55,30,8,17,606,51,55,498,16,2,12,7,7,5,486,178485,126511,19737,32237,859557,609573,57528,188103,177695,39458,4353,27932,18757,18757,7198,.090759076,.58823532,.14545454,.034136545,613,0,,,,,
2021-11-13,54,17,21,16,508,37,88,383,26,0,8,4,4,3,81,178539,126528,19758,32253,860065,609610,57616,188486,177776,39484,4353,27940,18761,18761,7201,.10629921,.45945945,.23863636,.041775458,614,0,,,,,
2021-11-14,8,2,0,6,175,5,2,167,0,1,14,13,13,1,214,178547,126530,19758,32259,860240,609615,57618,188653,177990,39484,4354,27954,18774,18774,7202,.045714285,.40000001,0,.035928145,615,0,,,,,
2021-11-15,56,28,7,21,612,62,101,447,17,2,17,11,11,4,59,178603,126558,19765,32280,860852,609677,57719,189100,178049,39501,4356,27971,18785,18785,7206,.09150327,.45161289,.069306932,.046979867,616,0,,,,,
2021-11-16,56,31,13,12,555,63,87,405,21,0,8,4,4,4,41,178659,126589,19778,32292,861407,609740,57806,189505,178090,39522,4356,27979,18789,18789,7210,.1009009,.49206349,.14942528,.029629629,617,0,,,,,
2021-11-17,40,17,10,13,514,38,70,405,14,1,11,8,8,3,51,178699,126606,19788,32305,861921,609778,57876,189910,178141,39536,4357,27990,18797,18797,7213,.077821009,.44736841,.14285715,.032098766,618,0,,,,,
2021-11-18,62,27,13,22,559,42,97,420,19,0,12,10,10,1,83,178761,126633,19801,32327,862480,609820,57973,190330,178224,39555,4357,28002,18807,18807,7214,.11091235,.64285713,.13402061,.052380953,619,0,,,,,
2021-11-19,43,18,8,17,548,36,77,435,15,0,13,6,6,6,70,178804,126651,19809,32344,863028,609856,58050,190765,178294,39570,4357,28015,18813,18813,7220,.078467153,.5,.1038961,.03908046,620,0,,,,,
2021-11-20,51,15,14,22,552,28,103,421,17,0,17,9,9,6,42,178855,126666,19823,32366,863580,609884,58153,191186,178336,39587,4357,28032,18822,18822,7226,.092391305,.53571427,.13592233,.052256532,621,0,,,,,
2021-11-21,10,3,0,7,187,12,0,174,3,1,8,6,6,2,9,178865,126669,19823,32373,863767,609896,58153,191360,178345,39590,4358,28040,18828,18828,7228,.053475935,.25,,.040229887,622,0,,,,,
2021-11-22,48,20,5,23,591,50,35,506,10,0,3,1,1,1,67,178913,126689,19828,32396,864358,609946,58188,191866,178412,39600,4358,28043,18829,18829,7229,.081218272,.40000001,.14285715,.045454547,623,0,,,,,
2021-11-23,60,21,15,24,549,47,83,419,27,0,8,5,5,2,53,178973,126710,19843,32420,864907,609993,58271,192285,178465,39627,4358,28051,18834,18834,7231,.10928962,.44680852,.18072289,.057279237,624,0,,,,,
2021-11-24,29,16,2,11,512,34,42,435,5,1,4,3,3,1,51,179002,126726,19845,32431,865419,610027,58313,192720,178516,39632,4359,28055,18837,18837,7232,.056640625,.47058824,.047619049,.025287356,625,0,,,,,
2021-11-25,36,17,6,13,714,29,46,638,10,1,7,6,6,1,63,179038,126743,19851,32444,866133,610056,58359,193358,178579,39642,4360,28062,18843,18843,7233,.050420169,.58620691,.13043478,.020376176,626,0,,,,,
2021-11-26,32,17,0,15,738,32,43,663,3,0,13,8,8,5,41,179070,126760,19851,32459,866871,610088,58402,194021,178620,39645,4360,28075,18851,18851,7238,.043360434,.53125,0,.022624435,627,0,,,,,
2021-11-27,38,20,5,13,560,29,110,420,8,1,11,4,4,7,53,179108,126780,19856,32472,867431,610117,58512,194441,178673,39653,4361,28086,18855,18855,7245,.067857146,.68965518,.045454547,.030952381,628,0,,,,,
2021-11-28,10,5,0,5,272,11,1,259,3,1,13,8,8,5,9,179118,126785,19856,32477,867703,610128,58513,194700,178682,39656,4362,28099,18863,18863,7250,.036764707,.45454547,0,.019305019,629,0,,,,,
2021-11-29,51,24,6,21,607,45,45,516,12,1,9,7,7,2,46,179169,126809,19862,32498,868310,610173,58558,195216,178728,39668,4363,28108,18870,18870,7252,.084019773,.53333336,.13333334,.040697675,630,0,,,,,
2021-11-30,61,29,14,18,802,45,86,671,15,0,9,6,6,2,45,179230,126838,19876,32516,869112,610218,58644,195887,178773,39683,4363,28117,18876,18876,7254,.076059848,.64444447,.1627907,.026825633,631,0,,,,,
2021-12-01,40,17,10,13,723,35,75,611,16,2,13,5,5,7,38,179270,126855,19886,32529,869835,610253,58719,196498,178811,39699,4365,28130,18881,18881,7261,.055325035,.48571429,.13333334,.021276595,632,0,,,,,
2021-12-02,28,11,6,11,641,34,67,540,12,0,7,5,5,2,52,179298,126866,19892,32540,870476,610287,58786,197038,178863,39711,4365,28137,18886,18886,7263,.043681748,.32352942,.089552239,.02037037,633,0,,,,,
2021-12-03,38,14,9,15,627,36,67,524,16,0,7,6,6,0,43,179336,126880,19901,32555,871103,610323,58853,197562,178906,39727,4365,28144,18892,18892,7263,.060606062,.3888889,.13432837,.028625954,634,0,,,,,
2021-12-04,28,19,0,9,712,39,34,639,5,0,13,7,7,6,56,179364,126899,19901,32564,871815,610362,58887,198201,178962,39732,4365,28157,18899,18899,7269,.039325844,.48717949,0,.014084507,635,0,,,,,
2021-12-05,20,5,8,7,248,11,28,209,13,0,7,4,4,3,12,179384,126904,19909,32571,872063,610373,58915,198410,178974,39745,4365,28164,18903,18903,7272,.080645159,.45454547,.2857143,.033492822,636,0,,,,,
2021-12-06,50,30,2,18,760,47,41,672,11,0,8,4,4,4,54,179434,126934,19911,32589,872823,610420,58956,199082,179028,39756,4365,28172,18907,18907,7276,.065789476,.63829786,.048780486,.026785715,637,0,,,,,
2021-12-07,47,15,12,20,577,36,79,462,17,0,6,4,4,2,68,179481,126949,19923,32609,873400,610456,59035,199544,179096,39773,4365,28178,18911,18911,7278,.081455804,.41666666,.15189873,.043290045,638,0,,,,,
2021-12-08,30,17,0,13,456,33,3,419,7,1,12,8,8,3,31,179511,126966,19923,32622,873856,610489,59038,199963,179127,39780,4366,28190,18919,18919,7281,.065789476,.5151515,0,.031026253,639,0,,,,,
2021-12-09,32,9,13,10,734,20,77,635,13,2,9,4,4,4,31,179543,126975,19936,32632,874590,610509,59115,200598,179158,39793,4368,28199,18923,18923,7285,.04359673,.44999999,.16883117,.015748031,640,0,,,,,
2021-12-10,43,24,7,12,718,37,96,585,12,0,14,5,5,7,30,179586,126999,19943,32644,875308,610546,59211,201183,179188,39805,4368,28213,18928,18928,7292,.059888579,.64864862,.072916664,.020512821,641,0,,,,,
2021-12-11,42,23,8,11,690,38,46,606,17,0,13,5,5,8,35,179628,127022,19951,32655,875998,610584,59257,201789,179223,39822,4368,28226,18933,18933,7300,.060869563,.60526317,.17391305,.018151816,642,0,,,,,
2021-12-12,9,4,0,5,213,6,9,197,0,1,7,1,1,5,10,179637,127026,19951,32660,876211,610590,59266,201986,179233,39822,4369,28233,18934,18934,7305,.04225352,.66666669,0,.02538071,643,0,,,,,
2021-12-13,40,15,4,21,702,39,81,582,15,0,7,3,3,4,56,179677,127041,19955,32681,876913,610629,59347,202568,179289,39837,4369,28240,18937,18937,7309,.056980059,.38461539,.049382716,.036082473,644,0,,,,,
2021-12-14,30,14,4,12,638,37,132,469,10,0,6,1,1,4,48,179707,127055,19959,32693,877551,610666,59479,203037,179337,39847,4369,28246,18938,18938,7313,.047021944,.37837839,.030303031,.025586354,645,0,,,,,
2021-12-15,36,15,6,15,597,43,47,507,13,0,4,1,1,3,40,179743,127070,19965,32708,878148,610709,59526,203544,179377,39860,4369,28250,18939,18939,7316,.060301509,.3488372,.12765957,.029585799,646,0,,,,,
2021-12-16,31,15,1,15,650,51,78,521,7,0,5,1,1,4,26,179774,127085,19966,32723,878798,610760,59604,204065,179403,39867,4369,28255,18940,18940,7320,.047692306,.29411766,.012820513,.028790787,647,0,,,,,
2021-12-17,35,13,5,17,535,35,61,439,15,0,1,0,0,1,47,179809,127098,19971,32740,879333,610795,59665,204504,179450,39882,4369,28256,18940,18940,7321,.065420561,.37142858,.081967212,.038724374,648,0,,,,,
2021-12-18,26,6,5,15,375,17,61,297,15,0,,,,,34,179835,127104,19976,32755,879708,610812,59726,204801,179484,39897,4369,28256,18940,18940,7321,.06933333,.35294119,.081967212,.05050505,649,0,,,,,
2021-12-19,3,0,0,3,82,0,0,82,0,0,,,,,19,179838,127104,19976,32758,879790,610812,59726,204883,179503,39897,4369,28256,18940,18940,7321,.036585364,,,.036585364,650,0,,,,,
2021-12-20,,,,,,,,,,,,,,,36,179838,127104,19976,32758,879790,610812,59726,204883,179539,39897,4369,28256,18940,18940,7321,,,,,651,,,,,,
2021-12-21,,,,,,,,,,,,,,,47,179838,127104,19976,32758,879790,610812,59726,204883,179586,39897,4369,28256,18940,18940,7321,,,,,652,,,,,,
2021-12-22,,,,,,,,,,,,,,,28,179838,127104,19976,32758,879790,610812,59726,204883,179614,39897,4369,28256,18940,18940,7321,,,,,653,,,,,,
2021-12-23,,,,,,,,,,,,,,,38,179838,127104,19976,32758,879790,610812,59726,204883,179652,39897,4369,28256,18940,18940,7321,,,,,654,,,,,,
2021-12-24,,,,,,,,,,,,,,,33,179838,127104,19976,32758,879790,610812,59726,204883,179685,39897,4369,28256,18940,18940,7321,,,,,655,,,,,,
2021-12-25,,,,,,,,,,,,,,,24,179838,127104,19976,32758,879790,610812,59726,204883,179709,39897,4369,28256,18940,18940,7321,,,,,656,,,,,,
2021-12-26,,,,,,,,,,,,,,,5,179838,127104,19976,32758,879790,610812,59726,204883,179714,39897,4369,28256,18940,18940,7321,,,,,657,,,,,,
2021-12-27,,,,,,,,,,,,,,,25,179838,127104,19976,32758,879790,610812,59726,204883,179739,39897,4369,28256,18940,18940,7321,,,,,658,,,,,,
2021-12-28,,,,,,,,,,,,,,,16,179838,127104,19976,32758,879790,610812,59726,204883,179755,39897,4369,28256,18940,18940,7321,,,,,659,,,,,,
2021-12-29,,,,,,,,,,,,,,,21,179838,127104,19976,32758,879790,610812,59726,204883,179776,39897,4369,28256,18940,18940,7321,,,,,660,,,,,,
2021-12-30,,,,,,,,,,,,,,,16,179838,127104,19976,32758,879790,610812,59726,204883,179792,39897,4369,28256,18940,18940,7321,,,,,661,,,,,,
2021-12-31,,,,,,,,,,,,,,,22,179838,127104,19976,32758,879790,610812,59726,204883,179814,39897,4369,28256,18940,18940,7321,,,,,662,,,,,,
2022-01-01,,,,,,,,,,,,,,,21,179838,127104,19976,32758,879790,610812,59726,204883,179835,39897,4369,28256,18940,18940,7321,,,,,663,,,,,,
2022-01-02,,,,,,,,,,,,,,,3,179838,127104,19976,32758,879790,610812,59726,204883,179838,39897,4369,28256,18940,18940,7321,,,,,664,,,,,,
,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,179838,127104,19976,32758,879792,610812,59726,204883,179838,39897,4369,28256,18940,18940,7321,0,,,,665,0,0,0,0,,
